Actual var, Bound, Percent Error
6.7529043170541e-05,6.744603580296026e-05,-0.12
0.00027729722224412596,0.00027559209629189515,-0.62
0.0005721717869336292,0.0005698331564613407,-0.41
0.0019325974976033547,0.0018472598315330533,-4.62
0.00012292875149108853,0.00012281925689634315,-0.09
0.0003367899235557908,0.000333593167693887,-0.96
0.0002706388362288259,0.00026998243768376135,-0.24
0.0006676372607693565,0.0006640020548900093,-0.55
5.570929803995221e-05,5.56491298746153e-05,-0.11
0.00021110723030854956,0.00021076026637041902,-0.16
0.0007898670710472721,0.0007849444080247147,-0.63
0.000454119398486781,0.00045134396818190156,-0.61
0.001426769701637059,0.00140977914708612,-1.21
3.584395816263985e-05,3.584116029077107e-05,-0.01
7.742086107172919e-05,7.73982458637754e-05,-0.03
0.00030720569697653336,0.00030448677801372064,-0.89
3.4170838814223525e-05,3.416780360911025e-05,-0.01
3.735879392568048e-05,3.733976889505072e-05,-0.05
0.0010846993669997656,0.0010714962396963896,-1.23
0.001400184596614575,0.0013445671377012977,-4.14
0.0008815512947371992,0.000874985848731238,-0.75
0.0009612666042875073,0.0009503156465020284,-1.15
0.00019634704772614287,0.00019539228842346227,-0.49
1.5338050954870736e-05,1.533510916383421e-05,-0.02
0.0005723895433266839,0.000567739362628664,-0.82
0.00012961347374978264,0.00012955443050885173,-0.05
9.393938662984691e-05,9.387908947204227e-05,-0.06
0.00022835393901241498,0.00022696315893599861,-0.61
0.0005644359330684042,0.000558926368536139,-0.99
4.775674371765179e-05,4.771845748992886e-05,-0.08
0.0014674824667093495,0.0014367040866174313,-2.14
0.000345818546442454,0.00034467147913815933,-0.33
0.00035312080208918224,0.0003519829419913049,-0.32
0.0002018657488505057,0.00020142523492823803,-0.22
0.00038132353893706873,0.0003796586073877908,-0.44
0.001356610380629126,0.0013159150002356017,-3.09
0.0024436570565706008,0.002404913618120039,-1.61
0.0003513654445035962,0.00035016628430890466,-0.34
0.00039048520417418996,0.0003893978431560464,-0.28
0.0005802304311318049,0.0005780390894412607,-0.38
0.0019512042074062111,0.001908333728869129,-2.25
0.00038637249843262493,0.00038207581048125736,-1.12
0.0024614878408284707,0.002378500423691053,-3.49
0.0001722554748083813,0.00017208066185594355,-0.10
1.0501008888548394e-05,1.0500608502472024e-05,-0.00
0.00011412403260916047,0.00011401437428393052,-0.10
0.0008607431341079594,0.000846965223903169,-1.63
0.00025513800507378484,0.0002547495482066088,-0.15
0.0005969876423243467,0.0005923024671294903,-0.79
0.00014511172635361857,0.00014499986560221364,-0.08
0.0006089987912407521,0.0006004567251024362,-1.42
0.000551106013177277,0.0005479302207963942,-0.58
0.0014403504669463587,0.0014057711553309901,-2.46
0.0011938940270799438,0.0011758701556230371,-1.53
0.000494057356208375,0.0004860039848913302,-1.66
0.0005414931763268608,0.0005325821937309871,-1.67
0.000242140860152315,0.00024181429829085997,-0.14
0.0001572316938629448,0.00015703138956908516,-0.13
0.00022993829072953038,0.00022951411026168208,-0.18
4.599553953000902e-05,4.5944309245772327e-05,-0.11
3.066064484889911e-05,3.0658318734106535e-05,-0.01
9.027275361031642e-05,9.023278327555085e-05,-0.04
0.000607737464296169,0.000605308001564094,-0.40
0.001292566011386404,0.0012769919323544247,-1.22
0.00039684912123541814,0.00039540611745916994,-0.36
9.356547185091223e-05,9.353155905858839e-05,-0.04
0.00017613510980549372,0.00017567440639059876,-0.26
0.0003002362491854121,0.00029839642150996857,-0.62
0.00011907181031477116,0.00011899653373500859,-0.06
4.265651730512577e-05,4.2643567826915226e-05,-0.03
9.078069882701529e-05,9.074405956086229e-05,-0.04
0.00019771974520739927,0.0001943006890018102,-1.76
0.0007793916514647234,0.0007656821600551244,-1.79
0.0009326482903752557,0.0009266644904342207,-0.65
0.0009275003430306749,0.0009192607413061443,-0.90
0.0007386169717175346,0.0007358099613572314,-0.38
7.99797486142075e-05,7.985980814943613e-05,-0.15
0.00032641190436019814,0.0003231751057001601,-1.00
0.0006230773209492012,0.0006166439502695112,-1.04
0.0008392578591005849,0.0008324864987449631,-0.81
0.00019617351681762427,0.00019565455611422254,-0.27
0.00015250082762734775,0.0001523850608779268,-0.08
5.0950584807150675e-05,5.092270420910215e-05,-0.05
0.001322533988451962,0.0012946708343585735,-2.15
0.00010303575436536547,0.00010295638201556356,-0.08
0.0025198649386920526,0.0024394931330384366,-3.29
0.000681766352031002,0.00067745606489925,-0.64
0.0002712030718776796,0.0002666078538089693,-1.72
0.0005817087640276165,0.0005799253712357346,-0.31
0.0002207225618956126,0.00022035046756628405,-0.17
0.0006354814522550225,0.0006280200393085082,-1.19
0.00016526489669293432,0.0001651566048169213,-0.07
0.00028083165556836885,0.0002794220467899654,-0.50
8.456736106573587e-05,8.44336872347724e-05,-0.16
5.9918302448511505e-05,5.991026324300366e-05,-0.01
4.600314352755752e-05,4.5989622741908994e-05,-0.03
0.00021841416659408434,0.00021737246202233005,-0.48
0.00035182484226482243,0.00035047626621664065,-0.38
0.00027315274460682577,0.000272428982155343,-0.27
0.00037438851560870387,0.0003727249904168448,-0.45
0.0003360913805174844,0.00033304478443134345,-0.91
0.0007386567847816908,0.0007359251976645521,-0.37
0.00017322827359151169,0.000173128272928809,-0.06
0.0002673774464563308,0.0002658582636873862,-0.57
0.000289231481813288,0.00028706790678797826,-0.75
0.00045565325054213953,0.0004537800923691939,-0.41
0.00024145422558319882,0.0002407181062444203,-0.31
0.00017015900104359023,0.00016973529736486335,-0.25
0.00024115350270968283,0.00024047710926142514,-0.28
0.00017524196242750214,0.00017497491597035284,-0.15
7.483144990940872e-05,7.473452994231476e-05,-0.13
0.0013078955636320862,0.0012932069370706466,-1.14
0.00021187787280610746,0.0002111605304851268,-0.34
0.00015544960658144216,0.00015520619532070337,-0.16
0.00038769897311146794,0.00038585408982755277,-0.48
0.00017289877177342454,0.00017252076288569869,-0.22
0.0013044499423836408,0.0012724457170492699,-2.52
0.000271658732741953,0.0002699410309378587,-0.64
0.00045041241522189677,0.0004487974039346977,-0.36
0.000128181570355181,0.0001281475205920617,-0.03
0.0004443545114512634,0.00044342278703197536,-0.21
0.0007824808550771832,0.0007749896296757388,-0.97
0.0014794243905067483,0.001451103488652059,-1.95
0.0010199314548624493,0.0010020783897374615,-1.78
1.9171354425432027e-05,1.9168034536547474e-05,-0.02
4.8905868349180816e-05,4.887794437266883e-05,-0.06
0.00027969344221729514,0.00027770087357063513,-0.72
0.00036956173118405863,0.0003664772267056765,-0.84
0.0018609610748436664,0.0018076536119327003,-2.95
0.0001843494789658794,0.00018418344962360764,-0.09
0.0002761793029231506,0.0002738866143810793,-0.84
0.0004304425430310894,0.00042561310478289116,-1.13
0.00036744457030059774,0.0003633533941681269,-1.13
7.128421535328092e-05,7.117714259007381e-05,-0.15
9.093679010843076e-05,9.085649844024477e-05,-0.09
4.569070657610628e-05,4.568184942108918e-05,-0.02
4.883527041693466e-05,4.882057649144386e-05,-0.03
9.368806649553746e-05,9.358205134658773e-05,-0.11
0.00021406017051935262,0.00021094903003931448,-1.47
0.0001862043876474317,0.00018610664391001408,-0.05
0.0011057271403969744,0.0010855164775502454,-1.86
0.0026655347630925056,0.0025629683146665585,-4.00
0.000743041418600038,0.0007365163928275015,-0.89
0.00020263911830414373,0.00020226775508685758,-0.18
3.013253356733313e-05,3.0117112743619453e-05,-0.05
0.00020070332435693968,0.00020046828458526327,-0.12
0.001802671152951479,0.0017276503344965685,-4.34
0.0004308457533989262,0.00042590877922844806,-1.16
0.00013932127130002303,0.0001392384865644735,-0.06
8.998682818125567e-05,8.988285436664678e-05,-0.12
5.648107870413839e-05,5.638489596376063e-05,-0.17
4.907302671384677e-05,4.901836988400128e-05,-0.11
0.00014610327812029228,0.000145957409160797,-0.10
0.0008734595636765437,0.0008607070545762539,-1.48
0.0008124126966784035,0.0007996070928983912,-1.60
0.00030261451054753685,0.0003017649701756188,-0.28
0.0002103647829325786,0.0002095179503121627,-0.40
0.0004610037085969898,0.00045897824734791013,-0.44
2.8988288961824826e-05,2.8982177912616003e-05,-0.02
0.0003327933291861743,0.00033167580400615774,-0.34
0.0013042848291431738,0.0012762183976073476,-2.20
0.0005494829121905285,0.0005429115947409383,-1.21
0.0003142645180478434,0.00031329358428890645,-0.31
0.00019877898039709758,0.00019797824592148578,-0.40
0.0003884127870701898,0.00038694260418200297,-0.38
0.0003519615925684705,0.00034727660273639095,-1.35
0.0005912815620291227,0.0005896580574467061,-0.28
0.003860981949948831,0.003719774471322453,-3.80
0.00042162076287675346,0.0004175963225340239,-0.96
7.608457845705529e-05,7.605654508314568e-05,-0.04
0.00014751182304143472,0.00014588466725452313,-1.12
0.00021072277463043162,0.00021032550990173057,-0.19
0.000363852368250889,0.0003630840556985037,-0.21
0.00010979495460118182,0.00010966629027455419,-0.12
0.0001265046028034408,0.00012583077674255193,-0.54
0.0004876771536094916,0.00048667596125035405,-0.21
0.000941971693699579,0.0009297953055165357,-1.31
1.9501556310692633e-05,1.9496756853330006e-05,-0.02
0.0007961700678063128,0.0007825255144391361,-1.74
3.7837495979288114e-05,3.767957212038026e-05,-0.42
0.0004292523305026638,0.00042725377010046343,-0.47
0.0003504575700129637,0.00034787111264156776,-0.74
0.00034874657166627105,0.000346418656656101,-0.67
7.323157794022946e-05,7.319870175238934e-05,-0.04
0.0001693476036717119,0.00016835440688593915,-0.59
0.001304272210638177,0.0012810238739310042,-1.81
0.00029121057322813133,0.00028860670317954525,-0.90
0.0002736912664681178,0.00027307204949395946,-0.23
0.00018448900626488596,0.00018437570221742385,-0.06
0.0006266455792223262,0.0006189175788259184,-1.25
0.0014022463064020533,0.0013541983186858234,-3.55
0.0010978159681702627,0.0010872467575691698,-0.97
0.00019698519360789615,0.00019594781554523773,-0.53
0.00022656310139245242,0.00022450314570570838,-0.92
0.0003929824127996512,0.0003916632920117836,-0.34
1.9868343868355157e-05,1.9867173524245704e-05,-0.01
0.0006778963738905952,0.0006641494370679859,-2.07
0.00030846403378743194,0.0003072526000406575,-0.39
0.0006643469337900388,0.000654681266187256,-1.48
0.0005221309050236845,0.0005125417101007444,-1.87
0.00012426807968317997,0.00012374586556760606,-0.42
8.267553738016291e-05,8.260143630999575e-05,-0.09
6.878725401252386e-05,6.873493748154691e-05,-0.08
0.00046035392445293704,0.0004524339383317437,-1.75
0.0001168778607893249,0.00011675519025373441,-0.11
0.0007194142495351093,0.0007103125623859814,-1.28
0.0002747442337334303,0.0002734230543803683,-0.48
0.00014844506488879703,0.0001482543732341624,-0.13
0.00018278906789556419,0.00018170660170698107,-0.60
0.0002066246246109893,0.00020591066562019133,-0.35
0.00014251210359231682,0.00014218094876343855,-0.23
0.00019723815740209285,0.00019621456930534365,-0.52
9.751140795846667e-05,9.74782251239268e-05,-0.03
7.513813557507888e-05,7.509936756821048e-05,-0.05
0.0016507917253213724,0.0016314565735758289,-1.19
0.00017517923378614037,0.00017475802127656678,-0.24
0.0004153499143189539,0.00041439397495199445,-0.23
3.7843632915023325e-05,3.783755403624584e-05,-0.02
0.00030643992059821375,0.0003041815428941544,-0.74
0.0001577085901005804,0.00015710297147983202,-0.39
0.00010910712173273766,0.00010900873054855494,-0.09
2.8878646174139658e-05,2.8848429985140733e-05,-0.10
1.241635756145542e-05,1.2415995681108126e-05,-0.00
9.974755455967851e-05,9.965196665089335e-05,-0.10
5.702270408488004e-05,5.7006688747928064e-05,-0.03
0.0001935309008576023,0.00019238184180470042,-0.60
6.024046561349315e-05,6.0143053565791325e-05,-0.16
0.0005346435200319661,0.0005333170977194727,-0.25
5.0546188794651875e-05,5.051804564505385e-05,-0.06
0.0009605892226253935,0.0009454448370660957,-1.60
0.0008446561024083374,0.0008237999066971439,-2.53
0.00020115128711918685,0.00020087203686435857,-0.14
7.437274108183861e-05,7.436379783970448e-05,-0.01
5.470494642557424e-05,5.466927894078982e-05,-0.07
0.003080139030534923,0.002944578664020925,-4.60
0.0009916863747723922,0.0009739215143004077,-1.82
0.0004112121668347605,0.0004098373707773476,-0.34
7.296087633660386e-05,7.293182153853465e-05,-0.04
0.00029944791845821757,0.0002961331276941138,-1.12
0.0001271783550834157,0.00012702575685655937,-0.12
6.423218411100985e-05,6.414948172323046e-05,-0.13
0.00031582495493428993,0.0003143462779713226,-0.47
0.00015058271479323902,0.00015008546473073526,-0.33
0.000812661929945994,0.000793945882856208,-2.36
0.001308956727696862,0.0012993324632635582,-0.74
1.486263593324197e-05,1.484037977632753e-05,-0.15
0.0016277279226565157,0.0015937738892329726,-2.13
0.0005462202976031165,0.0005446233896852827,-0.29
0.00012607040452972105,0.00012478749311099522,-1.03
0.0003425279008040428,0.0003391722168346396,-0.99
0.0013933657225456515,0.0013648490212621065,-2.09
8.558643512000162e-05,8.545096219067776e-05,-0.16
0.00036464848236296535,0.0003629723193548969,-0.46
0.00048077723024603854,0.0004790793389961452,-0.35
0.00016899374915735693,0.00016887875378158554,-0.07
0.0011515174605562454,0.001137437338242961,-1.24
0.0004347886922583535,0.0004322207197678665,-0.59
3.407033308441777e-05,3.405992160150045e-05,-0.03
0.0006378243863268264,0.0006335814475357012,-0.67
0.00022938326302597513,0.00022816504400664862,-0.53
0.0009205533909250504,0.0009132806536768753,-0.80
0.0004269277307050499,0.00042357129076008585,-0.79
0.0006503070098167055,0.0006461390083348297,-0.65
0.00023011229003111922,0.00022927857049321375,-0.36
0.0009368340866431444,0.0009268513440288868,-1.08
0.00012841414931809316,0.00012825533952941557,-0.12
0.00033776579520254304,0.00033380563814642254,-1.19
0.0006241990384073763,0.0006113239617140211,-2.11
0.003091649131647439,0.0029448691494879907,-4.98
0.0001386642964039392,0.0001377338901943817,-0.68
0.00017242332248266348,0.0001722917047628072,-0.08
0.00021993453326380708,0.00021980507396070806,-0.06
0.0002684778802783305,0.00026754389764384524,-0.35
0.0002452039963303134,0.0002448458441949527,-0.15
0.0007683747089804346,0.0007544036458650862,-1.85
0.00010047861400422822,0.00010042109692554987,-0.06
0.0005053185071703991,0.0005032115440140227,-0.42
0.0002404308334020947,0.000238239932015013,-0.92
0.0001510151041240632,0.00015036508337473893,-0.43
0.0004837561755586428,0.00048030959315350797,-0.72
0.0006227836718269221,0.0006172672499759723,-0.89
0.0009544849647946548,0.0009181340653100105,-3.96
0.0005364048915055241,0.0005279942044128604,-1.59
0.0003436308459320807,0.0003421428174476628,-0.43
0.0005421936094966867,0.0005325505252376254,-1.81
0.00013875068164209255,0.00013800326467203072,-0.54
0.00013716660005733225,0.00013672532482578398,-0.32
0.00010737355915846025,0.00010732257065086741,-0.05
0.00015459494792527376,0.0001538295351346973,-0.50
0.0009552291960833772,0.0009409211637231483,-1.52
0.0006591130777317516,0.0006500764119350682,-1.39
0.0006085373131821852,0.0005961572594681188,-2.08
0.000316465422564801,0.0003151961644748637,-0.40
0.00098457596516696,0.0009717331393507493,-1.32
0.0013018665729947797,0.0012796244174042419,-1.74
0.0008141407114596914,0.0008028270670380242,-1.41
0.0002412844346598414,0.00024028095042969618,-0.42
0.00025195315478573405,0.00025073846872004376,-0.48
0.00011056827266994123,0.0001104970869287198,-0.06
1.350902991787595e-05,1.3508205640286144e-05,-0.01
0.0011056302435809681,0.0010932725734972874,-1.13
0.0003558063184324136,0.00035452064685060486,-0.36
0.0008074995450753284,0.0007907372015138309,-2.12
0.00012288042313027958,0.00012217846226997539,-0.57
7.864806048911824e-05,7.86023976560178e-05,-0.06
8.486818477300477e-05,8.479973025295363e-05,-0.08
0.0013122400595616962,0.0012763172599965784,-2.81
1.2175133070292435e-05,1.21742970029067e-05,-0.01
2.0696267701484864e-05,2.0691163761863982e-05,-0.02
0.00010985717207796288,0.00010977325318643985,-0.08
0.00018334848828333475,0.00018292503057383685,-0.23
2.4270476484151e-05,2.4230624397493626e-05,-0.16
0.000248842162716585,0.00024805059249013474,-0.32
4.2727502047258556e-05,4.266493543211515e-05,-0.15
8.741925370164331e-05,8.728385177708613e-05,-0.16
7.648751935347384e-05,7.637230005109487e-05,-0.15
0.0004393891883769562,0.0004351172596822982,-0.98
0.00017589675269565175,0.00017576724414972798,-0.07
6.755026769023345e-05,6.749460411100178e-05,-0.08
0.00016891298163516092,0.0001685690273994615,-0.20
0.0001852906722125421,0.00018503010716586945,-0.14
0.0001357074969689007,0.00013527666069484086,-0.32
0.0001905525297967963,0.00018935630391095484,-0.63
0.00012717337602892074,0.00012518742453293975,-1.59
9.592124465142444e-05,9.578840553951752e-05,-0.14
0.0015365604829430941,0.0014986902382158934,-2.53
0.0007478794033254725,0.0007320787760940743,-2.16
0.00018940141781760924,0.00018897777370223732,-0.22
0.0001360778120344887,0.00013568604808099246,-0.29
2.4735417807624133e-05,2.4733977325192097e-05,-0.01
0.0013385472713574897,0.001320885028347494,-1.34
2.997394095768784e-05,2.9957687010248625e-05,-0.05
0.0002799508071440939,0.000278538816551363,-0.51
0.0008336036141589368,0.000828208249069991,-0.65
0.0006163483142491123,0.0006097326197541552,-1.09
0.00022876342638926693,0.00022714268493471173,-0.71
1.5957382886795806e-05,1.5955786022940396e-05,-0.01
0.00022530396432279086,0.0002246090139791636,-0.31
0.0003738994725880633,0.0003689101432470815,-1.35
0.00011408116036082712,0.000113972223331678,-0.10
4.508127964006545e-05,4.502892973739759e-05,-0.12
0.00025845886863798645,0.0002577856438737594,-0.26
2.6914244373948537e-05,2.690979061263847e-05,-0.02
0.000627765966248852,0.000624128533262092,-0.58
0.000419310719192269,0.00041652491550000993,-0.67
0.0004686770816401843,0.00046672959152482016,-0.42
9.6699009686899e-05,9.639767780081579e-05,-0.31
0.00012183765507232499,0.00012161828792483476,-0.18
0.00024341993200039088,0.0002429368482390476,-0.20
0.0010666877461754055,0.0010385716202880428,-2.71
0.0006238180337129314,0.0006174997508930276,-1.02
0.0005229403788231278,0.0005190732223359052,-0.75
0.00012595066964573605,0.00012576517566485616,-0.15
0.000313381781060434,0.0003128523603735648,-0.17
0.00012851903774599115,0.00012839606838322705,-0.10
0.0017632041019679055,0.0017011519011742953,-3.65
0.0003627155872067763,0.00035771895737387823,-1.40
5.77852774387191e-05,5.7589357268028814e-05,-0.34
0.0004477295708375837,0.000439343946993202,-1.91
0.00038083404289896035,0.00037794609391229866,-0.76
0.00017127067153206856,0.00017102808550821267,-0.14
0.0007544603566829221,0.0007381271963292354,-2.21
0.0002868635776236078,0.0002857436125102703,-0.39
2.3266723219543484e-05,2.326459777812024e-05,-0.01
0.0006226442886412701,0.000611247694775669,-1.86
5.934143253188951e-05,5.9251314094309e-05,-0.15
0.00037004601286791654,0.0003685239205789027,-0.41
0.0006855491501714652,0.0006806004235132334,-0.73
0.0009819576576807789,0.0009667527529283516,-1.57
0.004040443754916548,0.0038552265458320417,-4.80
7.303781745362786e-06,7.3028486340709295e-06,-0.01
0.002993825058798447,0.0028779650156515388,-4.03
0.00016623883942146293,0.00016609940914432225,-0.08
0.0010955887024067467,0.001079679418454819,-1.47
0.00015651756206588914,0.00015584377443573623,-0.43
0.00031842528124445194,0.0003180141065009464,-0.13
0.00037127789107080985,0.0003659101951107398,-1.47
0.0001279005272248948,0.0001278018355201163,-0.08
0.00014040943508306723,0.00013994227015730185,-0.33
0.00019539792960543688,0.0001946406068911526,-0.39
3.667894253191673e-05,3.6600626071652476e-05,-0.21
0.0004166418422111103,0.0004158964157959946,-0.18
0.0002578595665571712,0.00025728077061326664,-0.22
0.0009530311157508149,0.000929857167739657,-2.49
0.001442577406304228,0.0014262240017724262,-1.15
0.0010475805565002738,0.001027587935338407,-1.95
